country,continent,year,life_expectancy,population,gdp_per_capita,iso_alpha,iso_num,gdp_total_usd
Croatia,Europe,1987,71.52,4484310,13822.58,HRV,191,61984733720
Croatia,Europe,1992,72.53,4494013,8447.79,HRV,191,37964478081
Croatia,Europe,1997,73.68,4444595,9875.6,HRV,191,43893042382
Croatia,Europe,2002,74.88,4481020,11628.39,HRV,191,52107048158
Croatia,Europe,2007,75.75,4493312,14619.22,HRV,191,65688716657
Cuba,Americas,1952,59.42,6007797,5586.54,CUB,192,33562798252
Cuba,Americas,1957,62.32,6640752,6092.17,CUB,192,40456590112
Cuba,Americas,1962,65.25,7254373,5180.76,CUB,192,37583165463
Cuba,Americas,1967,68.29,8139332,5690.27,CUB,192,46314996700
Cuba,Americas,1972,70.72,8831348,5305.45,CUB,192,46854275247
Cuba,Americas,1977,72.65,9537988,6380.49,CUB,192,60857037054
Cuba,Americas,1982,73.72,9789224,7316.92,CUB,192,71626968870
Cuba,Americas,1987,74.17,10239839,7532.92,CUB,192,77135888000
Cuba,Americas,1992,74.41,10723260,5592.84,CUB,192,59973477458
Cuba,Americas,1997,76.15,10983007,5431.99,CUB,192,59659584194
Cuba,Americas,2002,77.16,11226999,6340.65,CUB,192,71186471209
Cuba,Americas,2007,78.27,11416987,8948.1,CUB,192,102160341375
Czech Republic,Europe,1952,66.87,9125183,6876.14,CZE,203,62746035834
Czech Republic,Europe,1957,69.03,9513758,8256.34,CZE,203,78548820726
Czech Republic,Europe,1962,69.9,9620282,10136.87,CZE,203,97519547997
Czech Republic,Europe,1967,70.38,9835109,11399.44,CZE,203,112114734939
Czech Republic,Europe,1972,70.29,9862158,13108.45,CZE,203,129277605035
Czech Republic,Europe,1977,70.71,10161915,14800.16,CZE,203,150397967906
Czech Republic,Europe,1982,70.96,10303704,15377.23,CZE,203,158442426260
Czech Republic,Europe,1987,71.58,10311597,16310.44,CZE,203,168186684173
Czech Republic,Europe,1992,72.4,10315702,14297.02,CZE,203,147483797808
Czech Republic,Europe,1997,74.01,10300707,16048.51,CZE,203,165310999297
Czech Republic,Europe,2002,75.51,10256295,17596.21,CZE,203,180471920642
Czech Republic,Europe,2007,76.49,10228744,22833.31,CZE,203,233556082663
Denmark,Europe,1952,70.78,4334000,9692.39,DNK,208,42006818260
Denmark,Europe,1957,71.81,4487831,11099.66,DNK,208,49813398237
Denmark,Europe,1962,72.35,4646899,13583.31,DNK,208,63120269656
Denmark,Europe,1967,72.96,4838800,15937.21,DNK,208,77116971748
Denmark,Europe,1972,73.47,4991596,18866.21,DNK,208,94172498371
Denmark,Europe,1977,74.69,5088419,20422.9,DNK,208,103920272395
Denmark,Europe,1982,74.63,5117810,21688.04,DNK,208,110995267992
Denmark,Europe,1987,74.8,5127024,25116.18,DNK,208,128771257648
Denmark,Europe,1992,75.33,5171393,26406.74,DNK,208,136559630389
Denmark,Europe,1997,76.11,5283663,29804.35,DNK,208,157476141334
Denmark,Europe,2002,77.18,5374693,32166.5,DNK,208,172885062384
Denmark,Europe,2007,78.33,5468120,35278.42,DNK,208,192906633970
Djibouti,Africa,1952,34.81,63149,2669.53,DJI,262,168578150
Djibouti,Africa,1957,37.33,71851,2864.97,DJI,262,205850959
Djibouti,Africa,1962,39.69,89898,3020.99,DJI,262,271580959
Djibouti,Africa,1967,42.07,127617,3020.05,DJI,262,385409721
Djibouti,Africa,1972,44.37,178848,3694.21,DJI,262,660702070
Djibouti,Africa,1977,46.52,228694,3081.76,DJI,262,704780021
Djibouti,Africa,1982,48.81,305991,2879.47,DJI,262,881091905
Djibouti,Africa,1987,50.04,311025,2880.1,DJI,262,895783102
Djibouti,Africa,1992,51.6,384156,2377.16,DJI,262,913200277
Djibouti,Africa,1997,53.16,417908,1895.02,DJI,262,791944018
Djibouti,Africa,2002,53.37,447416,1908.26,DJI,262,853786056
Djibouti,Africa,2007,54.79,496374,2082.48,DJI,262,1033688928
Dominican Republic,Americas,1952,45.93,2491346,1397.72,DOM,214,3482204131
Dominican Republic,Americas,1957,49.83,2923186,1544.4,DOM,214,4514568458
Dominican Republic,Americas,1962,53.46,3453434,1662.14,DOM,214,5740090789
Dominican Republic,Americas,1967,56.75,4049146,1653.72,DOM,214,6696153723
Dominican Republic,Americas,1972,59.63,4671329,2189.87,DOM,214,10229603237
Dominican Republic,Americas,1977,61.79,5302800,2681.99,DOM,214,14222056572
Dominican Republic,Americas,1982,63.73,5968349,2861.09,DOM,214,17075983640
Dominican Republic,Americas,1987,66.05,6655297,2899.84,DOM,214,19299296452
Dominican Republic,Americas,1992,68.46,7351181,3044.21,DOM,214,22378538712
Dominican Republic,Americas,1997,69.96,7992357,3614.1,DOM,214,28885177434
Dominican Republic,Americas,2002,70.85,8650322,4563.81,DOM,214,39478426047
Dominican Republic,Americas,2007,72.24,9319622,6025.37,DOM,214,56154170810
Ecuador,Americas,1952,48.36,3548753,3522.11,ECU,218,12499098429
Ecuador,Americas,1957,51.36,4058385,3780.55,ECU,218,15342927412
Ecuador,Americas,1962,54.64,4681707,4086.11,ECU,218,19129969790
Ecuador,Americas,1967,56.68,5432424,4579.07,ECU,218,24875449766
Ecuador,Americas,1972,58.8,6298651,5280.99,ECU,218,33263112944
Ecuador,Americas,1977,61.31,7278866,6679.62,ECU,218,48620058911
Ecuador,Americas,1982,64.34,8365850,7213.79,ECU,218,60349485072
Ecuador,Americas,1987,67.23,9545158,6481.78,ECU,218,61869614221
Ecuador,Americas,1992,69.61,10748394,7103.7,ECU,218,76353366458
Ecuador,Americas,1997,72.31,11911819,7429.46,ECU,218,88498382788
Ecuador,Americas,2002,74.17,12921234,5773.04,ECU,218,74594800731
Ecuador,Americas,2007,74.99,13755680,6873.26,ECU,218,94546365117
Egypt,Africa,1952,41.89,22223309,1418.82,EGY,818,31530875275
Egypt,Africa,1957,44.44,25009741,1458.92,EGY,818,36487211340
Egypt,Africa,1962,46.99,28173309,1693.34,EGY,818,47706991062
Egypt,Africa,1967,49.29,31681188,1814.88,EGY,818,57497554477
Egypt,Africa,1972,51.14,34807417,2024.01,EGY,818,70450560082
Egypt,Africa,1977,53.32,38783863,2785.49,EGY,818,108032062548
Egypt,Africa,1982,56.01,45681811,3503.73,EGY,818,160056731655
Egypt,Africa,1987,59.8,52799062,3885.46,EGY,818,205148643439
Egypt,Africa,1992,63.67,59402198,3794.76,EGY,818,225417084882
Egypt,Africa,1997,67.22,66134291,4173.18,EGY,818,275990300515
Egypt,Africa,2002,69.81,73312559,4754.6,EGY,818,348571893021
Egypt,Africa,2007,71.34,80264543,5581.18,EGY,818,447970862101
El Salvador,Americas,1952,45.26,2042865,3048.3,SLV,222,6227265380
El Salvador,Americas,1957,48.57,2355805,3421.52,SLV,222,8060433924
El Salvador,Americas,1962,52.31,2747687,3776.8,SLV,222,10377464262
El Salvador,Americas,1967,55.86,3232927,4358.6,SLV,222,14091035622
El Salvador,Americas,1972,58.21,3790903,4520.25,SLV,222,17135829286
El Salvador,Americas,1977,56.7,4282586,5138.92,SLV,222,22007866847
El Salvador,Americas,1982,56.6,4474873,4098.34,SLV,222,18339551011
El Salvador,Americas,1987,63.15,4842194,4140.44,SLV,222,20048813725
El Salvador,Americas,1992,66.8,5274649,4444.23,SLV,222,23441753325
El Salvador,Americas,1997,69.54,5783439,5154.83,SLV,222,29812644860
El Salvador,Americas,2002,70.73,6353681,5351.57,SLV,222,34002168629
El Salvador,Americas,2007,71.88,6939688,5728.35,SLV,222,39752961755
Equatorial Guinea,Africa,1952,34.48,216964,375.64,GNQ,226,81500357
Equatorial Guinea,Africa,1957,35.98,232922,426.1,GNQ,226,99248064
Equatorial Guinea,Africa,1962,37.48,249220,582.84,GNQ,226,145255385
Equatorial Guinea,Africa,1967,38.99,259864,915.6,GNQ,226,237931478
Equatorial Guinea,Africa,1972,40.52,277603,672.41,GNQ,226,186663033
Equatorial Guinea,Africa,1977,42.02,192675,958.57,GNQ,226,184692475
Equatorial Guinea,Africa,1982,43.66,285483,927.83,GNQ,226,264879692
Equatorial Guinea,Africa,1987,45.66,341244,966.9,GNQ,226,329948824
Equatorial Guinea,Africa,1992,47.54,387838,1132.06,GNQ,226,439055886
Equatorial Guinea,Africa,1997,48.24,439971,2814.48,GNQ,226,1238289580
Equatorial Guinea,Africa,2002,49.35,495627,7703.5,GNQ,226,3818062594
Equatorial Guinea,Africa,2007,51.58,551201,12154.09,GNQ,226,6699346562
Eritrea,Africa,1952,35.93,1438760,328.94,ERI,232,473265714
Eritrea,Africa,1957,38.05,1542611,344.16,ERI,232,530905002
Eritrea,Africa,1962,40.16,1666618,381.0,ERI,232,634981458
Eritrea,Africa,1967,42.19,1820319,468.79,ERI,232,853347344
Eritrea,Africa,1972,44.14,2260187,514.32,ERI,232,1162459378
Eritrea,Africa,1977,44.54,2512642,505.75,ERI,232,1270768692
Eritrea,Africa,1982,43.89,2637297,524.88,ERI,232,1384264449
Eritrea,Africa,1987,46.45,2915959,521.13,ERI,232,1519593714
Eritrea,Africa,1992,49.99,3668440,582.86,ERI,232,2138186938
Eritrea,Africa,1997,53.38,4058319,913.47,ERI,232,3707152657
Eritrea,Africa,2002,55.24,4414865,765.35,ERI,232,3378916928
Eritrea,Africa,2007,58.04,4906585,641.37,ERI,232,3146936421
Ethiopia,Africa,1952,34.08,20860941,362.15,ETH,231,7554789783
Ethiopia,Africa,1957,36.67,22815614,378.9,ETH,231,8644836145
Ethiopia,Africa,1962,40.06,25145372,419.46,ETH,231,10547477739
Ethiopia,Africa,1967,42.12,27860297,516.12,ETH,231,14379256488
Ethiopia,Africa,1972,43.52,30770372,566.24,ETH,231,17423415441
Ethiopia,Africa,1977,44.51,34617799,556.81,ETH,231,19275536661
Ethiopia,Africa,1982,44.92,38111756,577.86,ETH,231,22023259322
Ethiopia,Africa,1987,46.68,42999530,573.74,ETH,231,24670550342
Ethiopia,Africa,1992,48.09,52088559,421.35,ETH,231,21947514335
Ethiopia,Africa,1997,49.4,59861301,515.89,ETH,231,30881846573
Ethiopia,Africa,2002,50.72,67946797,530.05,ETH,231,36015199750
Ethiopia,Africa,2007,52.95,76511887,690.81,ETH,231,52855176658
Finland,Europe,1952,66.55,4090500,6424.52,FIN,246,26279499060
Finland,Europe,1957,67.49,4324000,7545.42,FIN,246,32626396080
Finland,Europe,1962,68.75,4491443,9371.84,FIN,246,42093085165
Finland,Europe,1967,69.83,4605744,10921.64,FIN,246,50302277900
Finland,Europe,1972,70.87,4639657,14358.88,FIN,246,66620278104
Finland,Europe,1977,72.52,4738902,15605.42,FIN,246,73952556049
Finland,Europe,1982,74.55,4826933,18533.16,FIN,246,89458321598
Finland,Europe,1987,74.83,4931729,21141.01,FIN,246,104261732106
Finland,Europe,1992,75.7,5041039,20647.16,FIN,246,104083138799
Finland,Europe,1997,77.13,5134406,23723.95,FIN,246,121808391224
Finland,Europe,2002,78.37,5193039,28204.59,FIN,246,146467535849
Finland,Europe,2007,79.31,5238460,33207.08,FIN,246,173953960297
France,Europe,1952,67.41,42459667,7029.81,FRA,250,298483391673
France,Europe,1957,68.93,44310863,8662.83,FRA,250,383857473322
France,Europe,1962,70.51,47124000,10560.49,FRA,250,497652530760
France,Europe,1967,71.55,49569000,12999.92,FRA,250,644393034480
France,Europe,1972,72.38,51732000,16107.19,FRA,250,833257153080
France,Europe,1977,73.83,53165019,18292.64,FRA,250,972528553160
France,Europe,1982,74.89,54433565,20293.9,FRA,250,1104669324754
France,Europe,1987,76.34,55630100,22066.44,FRA,250,1227558263844
France,Europe,1992,77.46,57374179,24703.8,FRA,250,1417360243180
France,Europe,1997,78.64,58623428,25889.78,FRA,250,1517747653766
France,Europe,2002,79.59,59925035,28926.03,FRA,250,1733393360161
France,Europe,2007,80.66,61083916,30470.02,FRA,250,1861228142198
Gabon,Africa,1952,37.0,420702,4293.48,GAB,266,1806275623
Gabon,Africa,1957,39.0,434904,4976.2,GAB,266,2164169285
Gabon,Africa,1962,40.49,455661,6631.46,GAB,266,3021697695
Gabon,Africa,1967,44.6,489004,8358.76,GAB,266,4087467075
Gabon,Africa,1972,48.69,537977,11401.95,GAB,266,6133986855
Gabon,Africa,1977,52.79,706367,21745.57,GAB,266,15360353044
Gabon,Africa,1982,56.56,753874,15113.36,GAB,266,11393569157
Gabon,Africa,1987,60.19,880397,11864.41,GAB,266,10445390971
Gabon,Africa,1992,61.37,985739,13522.16,GAB,266,13329320476
Gabon,Africa,1997,60.46,1126189,14722.84,GAB,266,16580700457
Gabon,Africa,2002,56.76,1299304,12521.71,GAB,266,16269507890
Gabon,Africa,2007,56.74,1454867,13206.48,GAB,266,19213671938
Gambia,Africa,1952,30.0,284320,485.23,GMB,270,137960594
Gambia,Africa,1957,32.06,323150,520.93,GMB,270,168338529
Gambia,Africa,1962,33.9,374020,599.65,GMB,270,224281093
Gambia,Africa,1967,35.86,439593,734.78,GMB,270,323004145
Gambia,Africa,1972,38.31,517101,756.09,GMB,270,390974895
Gambia,Africa,1977,41.84,608274,884.76,GMB,270,538176504
Gambia,Africa,1982,45.58,715523,835.81,GMB,270,598041279
Gambia,Africa,1987,49.26,848406,611.66,GMB,270,518936014
Gambia,Africa,1992,52.64,1025384,665.62,GMB,270,682516098
Gambia,Africa,1997,55.86,1235767,653.73,GMB,270,807857961
Gambia,Africa,2002,58.04,1457766,660.59,GMB,270,962985642
Gambia,Africa,2007,59.45,1688359,752.75,GMB,270,1270912237
Germany,Europe,1952,67.5,69145952,7144.11,DEU,276,493986287143
Germany,Europe,1957,69.1,71019069,10187.83,DEU,276,723530201730
Germany,Europe,1962,70.3,73739117,12902.46,DEU,276,951416007528
Germany,Europe,1967,70.8,76368453,14745.63,DEU,276,1126100951610
Germany,Europe,1972,71.0,78717088,18016.18,DEU,276,1418181226484
Germany,Europe,1977,72.5,78160773,20512.92,DEU,276,1603305683687
Germany,Europe,1982,73.8,78335266,22031.53,DEU,276,1725845762937
Germany,Europe,1987,74.85,77718298,24639.19,DEU,276,1914915910899
Germany,Europe,1992,76.07,80597764,26505.3,DEU,276,2136267914149
Germany,Europe,1997,77.34,82011073,27788.88,DEU,276,2278995866268
Germany,Europe,2002,78.67,82350671,30035.8,DEU,276,2473468284022
Germany,Europe,2007,79.41,82400996,32170.37,DEU,276,2650870529689
Ghana,Africa,1952,43.15,5581001,911.3,GHA,288,5085966211
Ghana,Africa,1957,44.78,6391288,1043.56,GHA,288,6669692505
Ghana,Africa,1962,46.45,7355248,1190.04,GHA,288,8753039330
Ghana,Africa,1967,48.07,8490213,1125.7,GHA,288,9557432774
Ghana,Africa,1972,49.88,9354120,1178.22,GHA,288,11021211266
Ghana,Africa,1977,51.76,10538093,993.22,GHA,288,10466644729
Ghana,Africa,1982,53.74,11400338,876.03,GHA,288,9987038098
Ghana,Africa,1987,55.73,14168101,847.01,GHA,288,12000523228
Ghana,Africa,1992,57.5,16278738,925.06,GHA,288,15058809374
Ghana,Africa,1997,58.56,18418288,1005.25,GHA,288,18514984012
Ghana,Africa,2002,58.45,20550751,1111.98,GHA,288,22852024097
Ghana,Africa,2007,60.02,22873338,1327.61,GHA,288,30366872262
Greece,Europe,1952,65.86,7733250,3530.69,GRC,300,27303708442
Greece,Europe,1957,67.86,8096218,4916.3,GRC,300,39803436553
Greece,Europe,1962,69.51,8448233,6017.19,GRC,300,50834623125
Greece,Europe,1967,71.0,8716441,8513.1,GRC,300,74203933877
Greece,Europe,1972,72.34,8888628,12724.83,GRC,300,113106280233
Greece,Europe,1977,73.68,9308479,14195.52,GRC,300,132138699814
Greece,Europe,1982,75.24,9786480,15268.42,GRC,300,149424086962
Greece,Europe,1987,76.67,9974490,16120.53,GRC,300,160794065280
Greece,Europe,1992,77.03,10325429,17541.5,GRC,300,181123512804
Greece,Europe,1997,77.87,10502372,18747.7,GRC,300,196895319544
Greece,Europe,2002,78.26,10603863,22514.25,GRC,300,238738022548
Greece,Europe,2007,79.48,10706290,27538.41,GRC,300,294834203599
Guatemala,Americas,1952,42.02,3146381,2428.24,GTM,320,7640168199
Guatemala,Americas,1957,44.14,3640876,2617.16,GTM,320,9528755032
Guatemala,Americas,1962,46.95,4208858,2750.36,GTM,320,11575874689
Guatemala,Americas,1967,50.02,4690773,3242.53,GTM,320,15209972176
Guatemala,Americas,1972,53.74,5149581,4031.41,GTM,320,20760072339
Guatemala,Americas,1977,56.03,5703430,4879.99,GTM,320,27832681366
Guatemala,Americas,1982,58.14,6395630,4820.49,GTM,320,30830070459
Guatemala,Americas,1987,60.78,7326406,4246.49,GTM,320,31111509815
Guatemala,Americas,1992,63.37,8486949,4439.45,GTM,320,37677385738
Guatemala,Americas,1997,66.32,9803875,4684.31,GTM,320,45924389701
Guatemala,Americas,2002,68.98,11178650,4858.35,GTM,320,54309794228
Guatemala,Americas,2007,70.26,12572928,5186.05,GTM,320,65203833254
Guinea,Africa,1952,33.61,2664249,510.2,GIN,324,1359299840
Guinea,Africa,1957,34.56,2876726,576.27,GIN,324,1657770892
Guinea,Africa,1962,35.75,3140003,686.37,GIN,324,2155203859
Guinea,Africa,1967,37.2,3451418,708.76,GIN,324,2446227022
Guinea,Africa,1972,38.84,3811387,741.67,GIN,324,2826791396
Guinea,Africa,1977,40.76,4227026,874.69,GIN,324,3697337372
Guinea,Africa,1982,42.89,4710497,857.25,GIN,324,4038073553
Guinea,Africa,1987,45.55,5650262,805.57,GIN,324,4551681559
Guinea,Africa,1992,48.58,6990574,794.35,GIN,324,5552962457
Guinea,Africa,1997,51.46,8048834,869.45,GIN,324,6998058721
Guinea,Africa,2002,53.68,8807818,945.58,GIN,324,8328496544
Guinea,Africa,2007,56.01,9947814,942.65,GIN,324,9377306867
Guinea-Bissau,Africa,1952,32.5,580653,299.85,GNB,624,174108802
Guinea-Bissau,Africa,1957,33.49,601095,431.79,GNB,624,259546810
Guinea-Bissau,Africa,1962,34.49,627820,522.03,GNB,624,327740875
Guinea-Bissau,Africa,1967,35.49,601287,715.58,GNB,624,430268951
Guinea-Bissau,Africa,1972,36.49,625361,820.22,GNB,624,512933599
Guinea-Bissau,Africa,1977,37.47,745228,764.73,GNB,624,569898208
Guinea-Bissau,Africa,1982,39.33,825987,838.12,GNB,624,692276224
Guinea-Bissau,Africa,1987,41.24,927524,736.42,GNB,624,683047224
Guinea-Bissau,Africa,1992,43.27,1050938,745.54,GNB,624,783516317
Guinea-Bissau,Africa,1997,44.87,1193708,796.66,GNB,624,950979415
Guinea-Bissau,Africa,2002,45.5,1332459,575.7,GNB,624,767096646
Guinea-Bissau,Africa,2007,46.39,1472041,579.23,GNB,624,852650308
Haiti,Americas,1952,37.58,3201488,1840.37,HTI,332,5891922471
Haiti,Americas,1957,40.7,3507701,1726.89,HTI,332,6057413780
Haiti,Americas,1962,43.59,3880130,1796.59,HTI,332,6971002757
Haiti,Americas,1967,46.24,4318137,1452.06,HTI,332,6270194012
Haiti,Americas,1972,48.04,4698301,1654.46,HTI,332,7773151072
Haiti,Americas,1977,49.92,4908554,1874.3,HTI,332,9200102762
Haiti,Americas,1982,51.46,5198399,2011.16,HTI,332,10454812133
Haiti,Americas,1987,53.64,5756203,1823.02,HTI,332,10493673193
Haiti,Americas,1992,55.09,6326682,1456.31,HTI,332,9213610263
Haiti,Americas,1997,56.67,6913545,1341.73,HTI,332,9276110733
Haiti,Americas,2002,58.14,7607651,1270.36,HTI,332,9664455524
Haiti,Americas,2007,60.92,8502814,1201.64,HTI,332,10217321415
Honduras,Americas,1952,41.91,1517453,2194.93,HND,340,3330703113
Honduras,Americas,1957,44.66,1770390,2220.49,HND,340,3931133291
Honduras,Americas,1962,48.04,2090162,2291.16,HND,340,4788895568
Honduras,Americas,1967,50.92,2500689,2538.27,HND,340,6347423868
Honduras,Americas,1972,53.88,2965146,2529.84,HND,340,7501344957
Honduras,Americas,1977,57.4,3055235,3203.21,HND,340,9786559304
Honduras,Americas,1982,60.91,3669448,3121.76,HND,340,11455135988
Honduras,Americas,1987,64.49,4372203,3023.1,HND,340,13217606889
Honduras,Americas,1992,66.4,5077347,3081.69,HND,340,15646809476
Honduras,Americas,1997,67.66,5867957,3160.45,HND,340,18545384701
Honduras,Americas,2002,68.56,6677328,3099.73,HND,340,20697913921
Honduras,Americas,2007,70.2,7483763,3548.33,HND,340,26554860766
"Hong Kong, China",Asia,1952,60.96,2125900,3054.42,HKG,344,6493391478
"Hong Kong, China",Asia,1957,64.75,2736300,3629.08,HKG,344,9930251604
"Hong Kong, China",Asia,1962,67.65,3305200,4692.65,HKG,344,15510146780
"Hong Kong, China",Asia,1967,70.0,3722800,6197.96,HKG,344,23073765488
"Hong Kong, China",Asia,1972,72.0,4115700,8315.93,HKG,344,34225873101
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14,HKG,344,51273909918
"Hong Kong, China",Asia,1982,75.45,5264500,14560.53,HKG,344,76653910185
"Hong Kong, China",Asia,1987,76.2,5584510,20038.47,HKG,344,111905036100
"Hong Kong, China",Asia,1992,77.6,5829696,24757.6,HKG,344,144329281690
"Hong Kong, China",Asia,1997,80.0,6495918,28377.63,HKG,344,184338757514
"Hong Kong, China",Asia,2002,81.5,6762476,30209.02,HKG,344,204287772734
"Hong Kong, China",Asia,2007,82.21,6980412,39724.98,HKG,344,277296727092
Hungary,Europe,1952,64.03,9504000,5263.67,HUN,348,50025919680
Hungary,Europe,1957,66.41,9839000,6040.18,HUN,348,59429331020
Hungary,Europe,1962,67.96,10063000,7550.36,HUN,348,75979272680
Hungary,Europe,1967,69.5,10223422,9326.64,HUN,348,95350176562
Hungary,Europe,1972,69.76,10394091,10168.66,HUN,348,105693977388
Hungary,Europe,1977,69.95,10637171,11674.84,HUN,348,124187269478
Hungary,Europe,1982,69.39,10705535,12545.99,HUN,348,134311535055
Hungary,Europe,1987,69.58,10612740,12986.48,HUN,348,137822135755
Hungary,Europe,1992,69.17,10348684,10535.63,HUN,348,109029905611
Hungary,Europe,1997,71.04,10244684,11712.78,HUN,348,119993729862
Hungary,Europe,2002,72.59,10083313,14843.94,HUN,348,149676093173
Hungary,Europe,2007,73.34,9956108,18008.94,HUN,348,179298951606
Iceland,Europe,1952,72.49,147962,7267.69,ISL,352,1075341948
Iceland,Europe,1957,73.47,165110,9244.0,ISL,352,1526276840
Iceland,Europe,1962,73.68,182053,10350.16,ISL,352,1884277678
Iceland,Europe,1967,73.73,198676,13319.9,ISL,352,2646344452
Iceland,Europe,1972,74.46,209275,15798.06,ISL,352,3306139006
Iceland,Europe,1977,76.11,221823,19654.96,ISL,352,4359922192
Iceland,Europe,1982,76.99,233997,23269.61,ISL,352,5445018931
Iceland,Europe,1987,77.23,244676,26923.21,ISL,352,6587463330
Iceland,Europe,1992,78.77,259012,25144.39,ISL,352,6512698743
Iceland,Europe,1997,78.95,271192,28061.1,ISL,352,7609945831
Iceland,Europe,2002,80.5,288030,31163.2,ISL,352,8975936496
Iceland,Europe,2007,81.76,301931,36180.79,ISL,352,10924102105
India,Asia,1952,37.37,372000000,546.57,IND,356,203324040000
India,Asia,1957,40.25,409000000,590.06,IND,356,241334540000
India,Asia,1962,43.6,454000000,658.35,IND,356,298890900000
India,Asia,1967,47.19,506000000,700.77,IND,356,354589620000
India,Asia,1972,50.65,567000000,724.03,IND,356,410525010000
India,Asia,1977,54.21,634000000,813.34,IND,356,515657560000
India,Asia,1982,56.6,708000000,855.72,IND,356,605849760000
India,Asia,1987,58.55,788000000,976.51,IND,356,769489880000
India,Asia,1992,60.22,872000000,1164.41,IND,356,1015365520000
India,Asia,1997,61.76,959000000,1458.82,IND,356,1399008380000
India,Asia,2002,62.88,1034172547,1746.77,IND,356,1806461579923
India,Asia,2007,64.7,1110396331,2452.21,IND,356,2722924986842
Indonesia,Asia,1952,37.47,82052000,749.68,IDN,360,61512743360
Indonesia,Asia,1957,39.92,90124000,858.9,IDN,360,77407503600
Indonesia,Asia,1962,42.52,99028000,849.29,IDN,360,84103490120
Indonesia,Asia,1967,45.96,109343000,762.43,IDN,360,83366383490
Indonesia,Asia,1972,49.2,121282000,1111.11,IDN,360,134757643020
Indonesia,Asia,1977,52.7,136725000,1382.7,IDN,360,189049657500
Indonesia,Asia,1982,56.16,153343000,1516.87,IDN,360,232601396410
Indonesia,Asia,1987,60.14,169276000,1748.36,IDN,360,295955387360
Indonesia,Asia,1992,62.68,184816000,2383.14,IDN,360,440442402240
Indonesia,Asia,1997,66.04,199278000,3119.34,IDN,360,621615836520
Indonesia,Asia,2002,68.59,211060000,2873.91,IDN,360,606567444600
Indonesia,Asia,2007,70.65,223547000,3540.65,IDN,360,791501685550
Iran,Asia,1952,44.87,17272000,3035.33,IRN,364,52426219760
Iran,Asia,1957,47.18,19792000,3290.26,IRN,364,65120825920
Iran,Asia,1962,49.32,22874000,4187.33,IRN,364,95780986420
Iran,Asia,1967,52.47,26538000,5906.73,IRN,364,156752800740
Iran,Asia,1972,55.23,30614000,9613.82,IRN,364,294317485480
Iran,Asia,1977,57.7,35480679,11888.6,IRN,364,421815600359
Iran,Asia,1982,59.62,43072751,7608.33,IRN,364,327711703616
Iran,Asia,1987,63.04,51889696,6642.88,IRN,364,344697023764
Iran,Asia,1992,65.74,60397973,7235.65,IRN,364,437018593337
Iran,Asia,1997,68.04,63327987,8263.59,IRN,364,523316520093
Iran,Asia,2002,69.45,66907826,9240.76,IRN,364,618279162188
Iran,Asia,2007,70.96,69453570,11605.71,IRN,364,806057991885
Iraq,Asia,1952,45.32,5441766,4129.77,IRQ,368,22473241974
Iraq,Asia,1957,48.44,6248643,6229.33,IRQ,368,38924859299
Iraq,Asia,1962,51.46,7240260,8341.74,IRQ,368,60396366452
Iraq,Asia,1967,54.46,8519282,8931.46,IRQ,368,76089626412
Iraq,Asia,1972,56.95,10061506,9576.04,IRQ,368,96349383916
Iraq,Asia,1977,60.41,11882916,14688.24,IRQ,368,174539122108
Iraq,Asia,1982,62.04,14173318,14517.91,IRQ,368,205766955125
Iraq,Asia,1987,65.04,16543189,11643.57,IRQ,368,192621779145
Iraq,Asia,1992,59.46,17861905,3745.64,IRQ,368,66904265844
Iraq,Asia,1997,58.81,20775703,3076.24,IRQ,368,63911048597
Iraq,Asia,2002,57.05,24001816,4390.72,IRQ,368,105385253548
Iraq,Asia,2007,59.54,27499638,4471.06,IRQ,368,122952531476
Ireland,Europe,1952,66.91,2952156,5210.28,IRL,372,15381559364
Ireland,Europe,1957,68.9,2878220,5599.08,IRL,372,16115384038
Ireland,Europe,1962,70.29,2830000,6631.6,IRL,372,18767428000
Ireland,Europe,1967,71.08,2900100,7655.57,IRL,372,22201918557
Ireland,Europe,1972,71.28,3024400,9530.77,IRL,372,28824860788
Ireland,Europe,1977,72.03,3271900,11150.98,IRL,372,36484891462
Ireland,Europe,1982,73.1,3480000,12618.32,IRL,372,43911753600
Ireland,Europe,1987,74.36,3539900,13872.87,IRL,372,49108572513
Ireland,Europe,1992,75.47,3557761,17558.82,IRL,372,62470085002
Ireland,Europe,1997,76.12,3667233,24521.95,IRL,372,89927704264
Ireland,Europe,2002,77.78,3879155,34077.05,IRL,372,132190158893
Ireland,Europe,2007,78.89,4109086,40676.0,IRL,372,167141182136
Israel,Asia,1952,65.39,1620914,4086.52,ISR,376,6623897479
Israel,Asia,1957,67.84,1944401,5385.28,ISR,376,10471143817
Israel,Asia,1962,69.39,2310904,7105.63,ISR,376,16420428790
Israel,Asia,1967,70.75,2693585,8393.74,ISR,376,22609252158
Israel,Asia,1972,71.63,3095893,12786.93,ISR,376,39586967078
Israel,Asia,1977,73.06,3495918,13306.62,ISR,376,46518852377
Israel,Asia,1982,74.45,3858421,15367.03,ISR,376,59292471260
Israel,Asia,1987,75.6,4203148,17122.48,ISR,376,71968317567
Israel,Asia,1992,76.93,4936550,18051.52,ISR,376,89112231056
